latitude,longitude,demand_score,competition_score,accessibility_score,infrastructure_score,final_score,rank
28.626367693564994,77.2197713,1.0,0.7931034482758621,0.25,1.0,0.7879310344827587,1
28.6328027,77.2197713,0.9558823529411765,0.03448275862068961,1.0,0.9571428571428572,0.6884120544769633,2
28.626367693564994,77.2124397036536,0.5588235294117647,1.0,0.3333333333333333,0.6,0.6501960784313727,3
28.6328027,77.2124397036536,0.6470588235294118,0.9310344827586207,0.16666666666666666,0.7142857142857143,0.6428957790012558,4
28.6328027,77.22710289634641,0.6617647058823529,0.9310344827586207,0.041666666666666664,0.6285714285714286,0.6152067033710037,5
28.639237706435004,77.2197713,0.5588235294117647,0.9655172413793104,0.16666666666666666,0.5857142857142857,0.605089346083261,6
28.626367693564994,77.22710289634641,0.5882352941176471,1.0,0.041666666666666664,0.5428571428571428,0.5979131652661065,7
28.639237706435004,77.20510810730718,0.27941176470588236,1.0,0.2916666666666667,0.3,0.5000980392156864,8
28.639237706435004,77.2124397036536,0.4852941176470588,0.7586206896551724,0.08333333333333333,0.5857142857142857,0.49694194919347057,9
28.61349768069498,77.2124397036536,0.029411764705882353,1.0,0.875,0.014285714285714285,0.4881932773109245,10
28.658542725740027,77.22710289634641,0.3235294117647059,0.8620689655172413,0.2916666666666667,0.34285714285714286,0.4806515019801025,11
28.652107719305018,77.19777651096078,0.36764705882352944,1.0,0.0,0.32857142857142857,0.4799159663865547,12
28.645672712870013,77.19777651096078,0.3235294117647059,0.896551724137931,0.25,0.3,0.47837728194726176,13
28.645672712870013,77.19044491461436,0.2647058823529412,1.0,0.16666666666666666,0.2714285714285714,0.466358543417367,14
28.658542725740027,77.2197713,0.23529411764705882,1.0,0.08333333333333333,0.2571428571428571,0.436498599439776,15
28.652107719305018,77.19044491461436,0.2647058823529412,1.0,0.0,0.2714285714285714,0.43302521008403366,16
28.664977732175032,77.22710289634641,0.17647058823529413,0.9655172413793104,0.25,0.21428571428571427,0.43167197913648225,17
28.619932687129985,77.2124397036536,0.10294117647058823,1.0,0.375,0.08571428571428572,0.42474789915966393,18
28.639237706435004,77.22710289634641,0.17647058823529413,1.0,0.16666666666666666,0.17142857142857143,0.42106442577030817,19
28.652107719305018,77.22710289634641,0.29411764705882354,0.896551724137931,0.0,0.3142857142857143,0.4180411474934802,20
28.645672712870013,77.20510810730718,0.17647058823529413,0.9655172413793104,0.125,0.2,0.4052434077079109,21
28.626367693564994,77.23443449269283,0.10294117647058823,0.9310344827586207,0.375,0.08571428571428572,0.40405824398725015,22
28.6328027,77.20510810730718,0.16176470588235295,1.0,0.08333333333333333,0.21428571428571427,0.4028011204481793,23
28.652107719305018,77.2197713,0.20588235294117646,0.9655172413793104,0.0,0.2714285714285714,0.3991509707331209,24
28.639237706435004,77.19044491461436,0.16176470588235295,1.0,0.08333333333333333,0.17142857142857143,0.398515406162465,25
28.626367693564994,77.20510810730718,0.19117647058823528,1.0,0.0,0.21428571428571427,0.3978991596638656,26
28.652107719305018,77.20510810730718,0.16176470588235295,1.0,0.041666666666666664,0.12857142857142856,0.3858963585434174,27
28.619932687129985,77.2197713,0.16176470588235295,1.0,0.041666666666666664,0.12857142857142856,0.3858963585434174,28
28.639237706435004,77.24176608903923,0.11764705882352941,1.0,0.125,0.11428571428571428,0.3834873949579833,29
28.639237706435004,77.19777651096078,0.16176470588235295,1.0,0.0,0.15714285714285714,0.38042016806722695,30
28.626367693564994,77.24176608903923,0.04411764705882353,1.0,0.2916666666666667,0.04285714285714286,0.3802661064425771,31
28.664977732175032,77.2124397036536,0.10294117647058823,1.0,0.125,0.1,0.3761764705882354,32
28.652107719305018,77.24176608903923,0.1323529411764706,0.9655172413793104,0.08333333333333333,0.12857142857142856,0.37212015840819096,33
28.652107719305018,77.2124397036536,0.10294117647058823,1.0,0.08333333333333333,0.12857142857142856,0.37070028011204487,34
28.67141273861004,77.22710289634641,0.014705882352941176,1.0,0.2916666666666667,0.014285714285714285,0.3656442577030813,35
28.61349768069498,77.20510810730718,0.014705882352941176,1.0,0.2916666666666667,0.014285714285714285,0.3656442577030813,36
28.658542725740027,77.23443449269283,0.14705882352941177,0.9655172413793104,0.0,0.15714285714285714,0.36419298753984364,37
28.645672712870013,77.23443449269283,0.1323529411764706,0.9655172413793104,0.041666666666666664,0.12857142857142856,0.36378682507485766,38
28.639237706435004,77.17578172192154,0.058823529411764705,1.0,0.16666666666666666,0.05714285714285714,0.362577030812325,39
28.639237706435004,77.23443449269283,0.10294117647058823,1.0,0.041666666666666664,0.1,0.3595098039215687,40
28.645672712870013,77.24909768538565,0.11764705882352941,1.0,0.0,0.11428571428571428,0.35848739495798326,41
28.645672712870013,77.2197713,0.08823529411764706,0.9310344827586207,0.16666666666666666,0.1,0.3579377958079784,42
28.658542725740027,77.2124397036536,0.11764705882352941,1.0,0.0,0.1,0.3570588235294118,43
28.658542725740027,77.20510810730718,0.11764705882352941,1.0,0.0,0.1,0.3570588235294118,44
28.664977732175032,77.2197713,0.058823529411764705,1.0,0.125,0.05714285714285714,0.3542436974789917,45
28.652107719305018,77.23443449269283,0.14705882352941177,0.9310344827586207,0.0,0.14285714285714285,0.3524195885250653,46
28.658542725740027,77.19777651096078,0.08823529411764706,1.0,0.041666666666666664,0.07142857142857142,0.35077030812324933,47
28.600627667824966,77.23443449269283,0.058823529411764705,1.0,0.08333333333333333,0.1,0.3501960784313726,48
28.645672712870013,77.24176608903923,0.11764705882352941,0.9655172413793104,0.0,0.11428571428571428,0.3481425673717764,49
28.600627667824966,77.19044491461436,0.07352941176470588,1.0,0.041666666666666664,0.1,0.34774509803921577,50
28.645672712870013,77.17578172192154,0.058823529411764705,1.0,0.08333333333333333,0.05714285714285714,0.34591036414565834,51
28.619932687129985,77.20510810730718,0.058823529411764705,1.0,0.08333333333333333,0.04285714285714286,0.3444817927170869,52
28.645672712870013,77.18311331826796,0.10294117647058823,0.9655172413793104,0.0,0.11428571428571428,0.34226021443059995,53
28.600627667824966,77.2197713,0.058823529411764705,1.0,0.041666666666666664,0.1,0.3418627450980393,54
28.594192661389958,77.22710289634641,0.058823529411764705,1.0,0.041666666666666664,0.1,0.3418627450980393,55
28.619932687129985,77.24909768538565,0.0,1.0,0.20833333333333334,0.0,0.34166666666666673,56
28.61349768069498,77.24909768538565,0.0,1.0,0.20833333333333334,0.0,0.34166666666666673,57
28.60706267425997,77.2124397036536,0.0,1.0,0.20833333333333334,0.0,0.34166666666666673,58
