name,category,latitude,longitude,source,amenity,atm,brand,brand:wikidata,name:en,operator,website,addr:city,addr:postcode,addr:street,phone,tourism,created_by,check_date,healthcare,short_name,cuisine,diet:vegetarian,outdoor_seating,parking,access,fee,diet:vegan,disused,bus,public_transport,shop,internet_access,ele,source:ele,addr:country,addr:housenumber,addr:place,email,phone2,phone3,fax,wheelchair,addr:block,addr:streetname,addr:suburb,name:bn,name:hi,stars,tables,name:ur,addr:state,internet_access:fee,name:ru,opening_hours,name:es,wikidata,wikimedia_commons,wikipedia,addr:unit,contact:mobile,level,start_date,addr:housename,brand:pa,brand:ur,brand:wikipedia,name:pa,official_name,official_name:pa,official_name:ur,takeaway,compressed_air,survey:date,contact:phone,reservation,service:electricity,air_conditioning,delivery,capacity,addr:full,indoor_seating,name:fr,smoking,cash_withdrawal,branch,brand:short,addr:district,bar,internet_access:ssid,mobile,payment:cash,payment:mastercard,payment:neft,payment:upi,payment:visa,payment:wire_transfer,rooms,name:ca,name:fa,brand:en,brand:hi,brand:kn,brand:pnb,brand:wikipedia:pa,description,name:kn,name:pnb,name:ko,name:de,alt_name,name:ar,addr:neighbourhood,contact:facebook,diet:lactose_free,image:menu,image:menu:0,image:menu:1,image:menu:2,image:menu:3,image:menu:4,image:menu:5,image:menu:6,image:menu:7,panoramax,panoramax:0,panoramax:1,panoramax:2,payment:credit_cards,payment:debit_cards,toilets,toilets:access,toilets:fee,toilets:level,toilets:wheelchair,note,fuel:cng,diet:lacto_vegetarian,name:ml,name:nl,branch:hi,alcohol,drink:beer,drink:vodka,drink:wine,drink:coffee,drink:tea,self_service,payment:cards,payment:qr_code,name:he,branch:type,contact:email,contact:instagram,contact:website,drink:shake,seats,indoor,operator:wikidata,drink:hot_chocolate,name:etymology:wikidata,contact:nodal_officer_email,contact:nodal_officer_mobile,short_name:ur,organic,fuel:diesel,fuel:petrol,opening_hours:covid19,operator:type,brand:website,diet:halal,image,bench,shelter,internet_access:type,fixme,opening_hours:kitchen,diet:ovo_vegetarian,drink:alcohol,changing_table,diet:sugar_free,dog,toilets:gender_segregated,toilets:hands_drying,toilets:handwashing,construction,religion,noname,drive_through,addr:floor,ref,isced:level,addr:door,bulk_purchase,baby_feeding,min_age,short_name:de,barrier,nohousenumber,school:gender,building,designation,beds,emergency,country,landuse,supervised,area,network,grades,building:levels,roof:shape,addr:city:ur,layer,depot,tourist_bus,payment:google_pay,payment:notes,payment:paytm,building:part,capacity:disabled,surface,smoothness,lit,roof:colour,denomination,addr:interpolation,swimming_pool,education,type,category_group,rating,footfall_estimate,population_nearby,point_geometry
Odeon sweets,restaurant,28.6334275,77.2080471,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2080471 28.6334275)
Imly,restaurant,28.645305,77.1785622,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.1785622 28.645305)
Hotel City Heights,hotel,28.6410598,77.2143437,osm,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2143437 28.6410598)
Malhotra,restaurant,28.6410445,77.2105515,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2105515 28.6410445)
Sam's Cafe,restaurant,28.6410923,77.2126799,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2126799 28.6410923)
Starbucks,cafe,28.6302915,77.2204826,osm,cafe,,Starbucks,Q37158,,,,,,,,,,,,,coffee_shop,yes,no,,,,,,,,,wlan,,,,,,,,,,limited,,,,,,,,اسٹاربکس,,no,,Mo-Su 08:15-01:00,,,,,,,0;1,,,ਸਟਾਰਬਕਸ,اسٹاربکس,en:Starbucks,ਸਟਾਰਬਕਸ,Starbucks Coffee,ਸਟਾਰਬਕਸ ਕੌਫੀ,اسٹاربکس کافی,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,POINT (77.2204826 28.6302915)
Festa Cafe ,cafe,28.6409134,77.2104527,osm,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,POINT (77.2104527 28.6409134)
Smyle Inn,hotel,28.6416911,77.2147016,osm,,,,,,,https://www.smyleinn.com,New Delhi,110055,Gali Chandi Wali,+911145795192,hotel,,,,,,,,,,,,,,,,wlan,,,,916,,smyleinn@hotmail.com,,,,no,,,,,,1,,,,no,,24/7,,,,,,,,,,,,,,,,,,,,,recommended,,yes,,,,,,outside,,,,CENTRAL DELHI,no,SmyleInn,+91 9999276591,yes,yes,yes,yes,yes,yes,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2147016 28.6416911)
Shangri-La's Eros Hotel,hotel,28.6210244,77.2178611,osm,,,,,,,https://www.shangri-la.com/newdelhi/erosshangrila/,New Delhi,110001,Ashoka Road,+91 11 41191919,hotel,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2178611 28.6210244)
the spot,hotel,28.6417585,77.2152429,osm,,,,,,,www.hotelthespot.in,,110055,Gali Chandi Wali,91-11-23580168/69,hotel,,,,,,,,,,,,,,,,wlan,,,,867-868,,hotelthespot@ymail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2152429 28.6417585)
Kitchen Cafe Roof Top,cafe,28.6409875,77.2128901,osm,cafe,,,,,,,,110055,Main Bazaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,POINT (77.2128901 28.6409875)
Café office office,cafe,28.6269741,77.2202933,osm,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,POINT (77.2202933 28.6269741)
HOTEL PALACE HEIGHTS,hotel,28.6335783,77.2212231,osm,,,,,,,,New Delhi,110001,Radial Road 6,,hotel,,,,,,,,,,,,,,,,,,,,D-26/28,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2212231 28.6335783)
Zaffran,restaurant,28.6337656,77.2213244,osm,restaurant,,,,,,,New Delhi,110001,Radial Road No.6,,,,,,,regional,,,,,,,,,,,,,,,26/28,,,,,,,D,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaffran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2213244 28.6337656)
Barbeque Nation,restaurant,28.6303156,77.2206535,osm,restaurant,,,,,,,New Delhi,110001,"2nd Floor, Munshi Lal Building, Connaught Place",,,,,,,regional,yes,,,,,,,,,,,,,,N-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2206535 28.6303156)
Nepali Food,restaurant,28.6411171,77.2144269,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2144269 28.6411171)
Punjab National Bank,bank,28.6316411,77.2215631,osm,bank,,Punjab National Bank,Q2743499,Punjab National Bank,,https://www.pnbindia.in,,,,,,,,,PNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance,,,,POINT (77.2215631 28.6316411)
Malhotra,restaurant,28.6408661,77.2103053,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2103053 28.6408661)
Hotel Sunstar Grand,hotel,28.6462138,77.1841285,osm,,,,,Hotel Sunstar Grand,,,,,Guru Nanak Marg,,hotel,,,,,,,,,,,,,,,,,,,,7A/17,,,,,,,,,,,Hotel Sunstar Grand,,,,,,,,,Q111119741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.1841285 28.6462138)
Pind Balluchi,restaurant,28.6303463,77.217545,osm,restaurant,,,,,,https://www.pindballuchi.com/,New Delhi,,Sansad Marg,,,,,,,punjabi,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,Mo-Su 12:00-23:00,Pind Baluchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,پیند بلوچی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.217545 28.6303463)
Unknown,restaurant,28.5995342,77.2251048,osm,restaurant,,,,,,http://khanchancha.in,,,Khan Market,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,Khan Chancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2251048 28.5995342)
Rajdhani,restaurant,28.6298048,77.2204846,osm,restaurant,,,,,,https://www.rajdhani.co.in/,,,,,,,,,,,,,,,,,,,,,,,,,,Connaught Place,,,,,,,,,,,,,,,,,,,,,,Shop 9A,,,,"Atmaram Mansion, Scindia House",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2204846 28.6298048)
Neelam Restaurant,restaurant,28.6420621,77.2179887,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2179887 28.6420621)
Unknown,bank,28.6451684,77.1945193,osm,bank,,,,,State Bank of Mysore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance,,,,POINT (77.1945193 28.6451684)
Reliance Fresh,supermarket,28.645693,77.2108527,osm,,,Reliance Fresh,Q7311014,,,,,110055,Deshbandhu Gupta Road,02261220220,,,,,,,,,,,,,,,,supermarket,,,,,9008,,,,,,,,,,,Reliance Fresh,,,,,,,Mo-Su 07:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,POINT (77.2108527 28.645693)
S.D. Public,other,28.6473887,77.169391,osm,school,,,,S.D. Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.D. Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,POINT (77.169391 28.6473887)
Metropolis Guest House,hotel,28.6399645,77.2100934,osm,,,,,Metropolis Guest House,,,,,,,hotel,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2100934 28.6399645)
Canara Bank,bank,28.6223326,77.2361501,osm,bank,yes,Canara Bank,Q2003777,Canara Bank,,https://www.canarabank.com/,Delhi,110001,Bhagwan Das Road,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,केनरा बैंक,,,کینرا بینک,,,,"Mo-Sa 10:00-14:00,14:30-15:30; Sa[2,4] closed; PH closed",,,,,,,,,,ਕੇਨਰਾ ਬੈਂਕ,کینرا بینک,en:Canara Bank,ਕੇਨਰਾ ਬੈਂਕ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canara Bank,केनरा बैंक,ಕೆನರಾ ಬ್ಯಾಂಕ್,کینرا بینک,ਕੇਨਰਾ ਬੈਂਕ,Has a wheelchair ramp.,ಕೆನರಾ ಬ್ಯಾಂಕ್,کینرا بینک,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance,,,,POINT (77.2361501 28.6223326)
Smokeys,restaurant,28.6005777,77.2273349,osm,restaurant,,,,,,https://smokehousegrill.in/,,,"Khan Market, New Delhi",+911124611551,,,,,,barbecue,,,,,,,,,,,,,,,51-A,,contact.smokeys@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2273349 28.6005777)
Fa Yian The Chinese Restaurant,restaurant,28.6328293,77.2172007,osm,restaurant,,,,,,http://www.fayian.com,New Delhi,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2172007 28.6328293)
Kiran Hotel,hotel,28.6414626,77.2164508,osm,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2164508 28.6414626)
L'Opera,bakery,28.5998152,77.2261697,osm,,,,,L'Opera,,https://loperaindia.com/,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,POINT (77.2261697 28.5998152)
Out Of The Box (OTB),cafe,28.5997702,77.2261911,osm,cafe,,,,OTB,,,,,,,,,,,,mexican;italian;lebanese;american;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,,,,POINT (77.2261911 28.5997702)
State Bank of India,bank,28.6266262,77.2145324,osm,bank,yes,State Bank of India,Q1340361,State Bank of India,,,,,,,,,,,SBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance,,,,POINT (77.2145324 28.6266262)
Wow Cafe,restaurant,28.6412137,77.2147624,osm,restaurant,,,,Wow Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,와우카페 한식당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2147624 28.6412137)
Hridey Inn,hotel,28.6407431,77.2123118,osm,,,,,Hridey Inn,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.2123118 28.6407431)
Livasa Inn,hotel,28.6459,77.1832113,osm,,,,,Livasa Inn,,,,,,,hotel,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitality,,,,POINT (77.1832113 28.6459)
Unknown,restaurant,28.6415909,77.2155347,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,인도방랑기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2155347 28.6415909)
Unknown,restaurant,28.6098311,77.2323979,osm,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant OCTOPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2323979 28.6098311)
Gulati,restaurant,28.6078499,77.2300673,osm,restaurant,,,,,,http://www.gulatirestaurant.in/,New Delhi,,Pandara Road Market,+91 112338 8836,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Mo-Su 12:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,POINT (77.2300673 28.6078499)
